Difficulty,Type,Question,Correct Answer,Wrong 1,Wrong 2,Wrong 3
medium,multiple,"In ""Resident Evil 2"", which virus was William Birkin mutated by?",G-Virus,T-Virus,C-Virus,E-Virus
easy,multiple,"What does the D stand for in D-pad, found on most video game controllers?",Directional,Dynamic,Dial-up,Design
medium,multiple,"Ellen McLain, the voice of GLaDOS in the Portal game series, is married to the voice actor for which Team Fortress 2 character?",Sniper,Heavy,Soldier,Scout
easy,boolean,"In Splatoon, the Squid Sisters are named Tako and Yaki.",False,True,,
medium,multiple,"Which stage was planned to be a part of ""Sonic the Hedgehog 2"", but was scrapped during development?",Genocide City Zone,Stardust Speedway Zone,Sky High Zone ,Clockwork Zone
hard,multiple,"""Gimmick!"" is a Japanese Famicom game that uses a sound chip expansion in the cartridge. What is it called?",FME-7,VRC7,VRC6,MMC5
hard,multiple,"Which of the Master levels in ""Super Monkey Ball"" is also used in the arcade version of the game, simply named ""Monkey Ball""?",MASTER 9 - Bridge Master,MASTER 3 - Stamina Master,MASTER 10 - Monkey Master,MASTER 6 - Roll Master
easy,multiple,"In Animal Crossing, who is the manager of the town shop?",Tom Nook,Mr. Resetti,Gracie,K.K. Slider
medium,multiple,"How much did the indie game ""Cave Story"" cost when it was first released in 2004?",$0 USD,$5 USD,$10 USD,$15 USD
hard,boolean,"In ""Minecraft"", gold tools are faster than diamond tools.",True,False,,
hard,multiple,"In ""Sonic the Hedgehog 3"" for the Sega Genesis, what is the color of the second Chaos Emerald you can get from Special Stages?",Orange,Blue,Green,Magenta
easy,multiple,How do you tame a horse in Minecraft?,By continually mounting it,By feeding it Wheat,By feeding it Sugar,By petting it
medium,multiple,"Who was the mascot of SEGA before ""Sonic the Hedgehog""?",Alex Kidd,Opa Opa,NiGHTS,Ristar
medium,multiple,"In Minecraft, what types of sound files are required for custom SFX to work in resource packs?",.ogg,.wav,.mp3,.class
easy,multiple,What video game engine does the videogame Quake 2 run in?,iD Tech 2,iD Tech 3,iD Tech 1,Unreal Engine
easy,multiple,What game was used to advertise Steam?,Counter-Strike 1.6,Half-Life,Half-Life 2,Team Fortress
easy,multiple,"""Minecraft"" was released from beta in 2011 during a convention held in which city?",Las Vegas,Paris,Bellevue,London
medium,multiple,"Which of the following is not a prosecutor in the ""Ace Attorney"" video game series?",Jake Marshall,Godot,Miles Edgeworth,Jacques Portsman
easy,multiple,Rincewind from the 1995 Discworld game was voiced by which member of Monty Python?,Eric Idle,John Cleese,Terry Gilliam,Michael Palin
medium,multiple,What is the name of the island introduced in the ARMA III: APEX expansion pack?,Tanoa,Altis,Stratis,Malden
easy,multiple,"Which of the following is NOT a summon in the game ""South Park: The Stick of Truth""?",Towelie,Jesus,Mr. Hankey,Mr. Slave
easy,multiple,"Which popular First Person Shooter (FPS) franchise, got a Real Time Strategy (RTS) game developed based on its universe?",Halo,Battlefield,Call of Duty,Borderlands
hard,estimate,In the National Pokedex what number is Porygon-Z?,474,376,432,589
easy,multiple,"In Undertale, what's the prize for answering correctly?",More questions,New car,Mercy,Money
easy,multiple,What Nationality is D.Va from Overwatch?,Korean,Japanese,Chinese,Vietnamese 
easy,multiple,"Which of these levels does NOT appear in the console/PC versions of the game ""Sonic Generations""?",Mushroom Hill,City Escape,Planet Wisp,Sky Sanctuary
easy,multiple,Which of the following is not a character in the video game Doki Doki Literature Club?,Nico,Monika,Natsuki,Sayori
easy,multiple,"Which franchise was NOT featured in the 2015 video game ""Lego Dimensions""?",Breaking Bad,Portal,Doctor Who,Back to the Future
hard,estimate,"In what year was the game ""Eliminator"" released?",1998,2000,1999,2001
hard,multiple,"In ""Call Of Duty: Zombies"", what does the game traditionally reward you for completing a boss round?",Max Ammo,A Pack-A-Punched gun,Death Machine,Monkey Bombs
easy,multiple,What was the name of the protagonist in Portal and Portal 2?,Chell,Mel,Chloe,Christine
medium,multiple,"In the Half-Life 2 universe, how long did it take for the Combine to take complete control of the earth?",7 hours,3 months,24 hours,1 week
hard,multiple,"During development of ""Super Mario World"", Yoshi's hard saddle was originally which of these?",A shell,A slide of Gelatin,A poffin,A spike
medium,boolean,"In ""Mother 3,"" the bird on the Ultimate Chimera's head is there only for decoration.",False,True,,
medium,estimate,What numbers did Sayaka Maizono write on the wall in Dangan Ronpa Trigger Happy Havoc?,11037,"4, 8, 15, 16, 23, 42",55730,"3, 9, 11, 12, 15, 17,"
easy,multiple,"""The Potato Sack"" was a collection of indie games released on Steam in 2011 as a promotion for which game?",Portal 2,Left 4 Dead 2,Half-Life 3,Dota 2
medium,estimate,How many normal endings are there in Cry Of Fear's campaign mode?,4,5,3,6
medium,boolean,"The first PlayStation console was released in the USA on December 3rd, 1994.",False,True,,
easy,multiple,Who is Sonic's sidekick?,Tails,Shadow,Amy,Knuckles
easy,multiple,"In the survival horror game, ""Cry of Fear,"" what was the name of Simon's close friend/potential love interest?",Sophie,Olivia,Jessica,Alice
hard,multiple,"Which character, in the game ""Morenatsu"", has the most possible endings to their route, at a total of four different endings?",Shin Kuroi,Kouya Aotsuki,Soutarou Touno,Torahiko Ooshima
medium,multiple,In what engine was Titanfall made in?,Source Engine,Frostbite 3,Unreal Engine,Cryengine
medium,multiple,"If you play the Super Mario RPG and nap in a rented hotel room, you will wake up next to what familiar looking character?",Link,Wario,Q*bert,Solid Snake
easy,multiple,When was Minecraft first released to the public?,"May 17th, 2009","September 17th, 2009","November 18th, 2011","October 7th, 2011"
medium,multiple,"Which character does the player play as in the video game ""Bastion""?",The Kid,Rucks,Zulf,Zia
medium,multiple,"In the Half-Life franchise, what is the real name of the ""gravity gun""?",Zero-Point Energy Field Manipulator,Universal Gravity Manipulation Device,Isaac Newton's Theory Disprover,Quantum Energy Displacement Modifier
easy,multiple,In World of Warcraft the default UI color that signifies Druid is what?,Orange,Brown,Green,Blue
easy,multiple,Who is able to grab the survivors with his tongue in Left 4 Dead?,Smoker,Jockey,Hunter,Boomer
easy,multiple,"In ""Yo! Noid 2,"" The Noid can perform what special move?",Dab,Pizza Throw,Dodge Roll,Spin Dash
easy,estimate,What year was Super Mario Bros. released?,1985,1983,1987,1986
medium,multiple,Which team won the first Overwatch League championship?,London Spitfire,Philadelphia Fusion,New York Excelsior,Seoul Dynasty
medium,multiple,"In Portal 2, the iconic character GLaDOS is turned into:",A potato,A tomato,A lemon,An apple
easy,boolean,The main antagonist in the videogame Saints Row IV is an entity known as The Mastermind.,False,True,,
medium,multiple,Which Dota 1 hero changed gender when ported to Dota 2?,Legion Commander,Axe,Keeper of the Light,Templar Assassin
medium,multiple,What is the item required to summon the boss Duke Fishron in the game Terraria?,Truffle Worm,Suspicious Looking Fish,King Grasshopper,Slug
medium,multiple,Which of these is NOT a name of a city in the main island of PLAYERUNKNOWN'S BATTLEGROUNDS?,Belushya Guba,Yasnaya Polyana,Pochinki,Georgopol
hard,multiple,Which drive form was added into Kingdom Hearts II Final Mix?,Limit Form,Valor Form,Wisdom Form,Anti Form
easy,boolean,"The names of Tom Nook's cousins in the Animal Crossing franchise are named ""Timmy"" and ""Jimmy"".",False,True,,
hard,multiple,Which achievement name is shared between Team Fortress 2 and Left 4 Dead 2?,"Rode Hard, Put Away Wet",The Quick and the Dead,Cache Grab,F in Chemistry
medium,multiple,What was the main currency in Club Penguin?,Coins,Stamps,Tickets,Gems
medium,multiple,"What was the original name of  ""Minecraft""?",Cave Game,Minecraft: Order of the Stone,Dig And Build,Infiniminer
easy,estimate,What year was the game Team Fortress 2 released?,2007,2009,2005,2010
medium,multiple,Which ones of these Mario Kart games was made for the Gameboy Advance?,Mario Kart: Super Circuit,Mario Kart: Double Dash,Mario Kart 64,Super Mario Kart
easy,estimate,In what year was Garry's Mod released as a standalone title on Valve's Steam distribution service?,2006,2007,2004,2003
medium,multiple,When was Club Penguin launched?,"October 24, 2005","October 21, 2005","March 29, 2006","November 22, 2004"
hard,multiple,"In ""Call Of Duty: Zombies"", which map's opening cutscene shows ""Richtofen"" killing another version of himself?",The Giant,Shadows Of Evil,Der Eisendrache,Moon
medium,multiple,Which of these roles in Town of Salem is mafia?,Disguiser,Escort,Lookout,Transporter
hard,multiple,"In the ""PAYDAY"" series, what is the real name of the character known as ""Dallas""?",Nathan Steele,Nate Siemens,Nick Stamos,Nolan Stuhlinger
easy,multiple,Who is the leader of Team Valor in Pokémon Go?,Candela,Willow,Blanche,Spark
easy,multiple,Who stars in Brutal Legend?,Jack Black,Kanye West,Lemmy,Ozzy Osbourne
hard,multiple,"In Super Mario RPG: Legend of The Seven Stars, what is Geno's real name?",♡♪!?,Geno,Exor,Smithy
medium,multiple,"In ""Call Of Duty: Zombies"", which map features the ""Fly Trap"" easter egg?",Der Riese,Tranzit,Call Of The Dead,Shi No Numa
easy,multiple,What is the last name of the primary female protagonist of Final Fantasy VIII?,Heartilly,Loire,Almasy,Trepe
easy,boolean,Activision created Battlefield 1.,False,True,,
medium,multiple,"In Left 4 Dead, what is the name of the Special Infected that is unplayable in Versus mode?",The Witch,The Tank,The Smoker,The Spitter
hard,multiple,In the original DOOM (1993) which of the following is NOT a cheat code?,IDCLIP,IDFA,IDDQD,IDSPISPOPD
easy,multiple,"In ""Call Of Duty: Zombies"", what is the name of the Pack-A-Punched Crossbow?",Awful Lawton,Longinus,V-R11,Predator
medium,multiple,"In the Mario Kart and Smash Bros. Games, Princess Rosalina is considered what weight class?",Heavy,Medium,Light,Light-Medium
medium,multiple,Which survivor in Left 4 Dead sacrificed themself to save the other survivors?,Bill,Louis,Francis,Zoey
medium,multiple,Who is the main villain of the Crash Bandicoot series?,Dr. Neo Cortex,Dr. Evo-Cortex,Dr. Cortox,Sir Cartex
easy,multiple,"What company created and developed the game ""Overwatch""?",Blizzard Entertainment,Valve,Hi-Rez Studios,Gearbox Software
easy,boolean,"In Sonic the Hedgehog universe, Tails' real name is Miles Prower.",True,False,,
easy,multiple,The acronym DOTA stands for,Defense of the Ancients,Defense of the Artifacts,Defense of the Antiques,Defense of the Animated
medium,boolean,"The game series ""Titanfall"" runs on the Unreal Engine.",False,True,,
easy,multiple,Which of 2 Valve Games are set in the same universe?,Half-life and Portal,Portal and Left 4 Dead,Half-life and Left 4 Dead,Half-life and Counter Strike
easy,multiple,"Which of the following Pokemon Types was present in the original games, Red and Blue?",Ice,Steel,Dark,Fairy
hard,boolean,"The first ""Metal Gear"" game was released for the PlayStation 1.",False,True,,
easy,multiple,"Which Pokémon can learn the move ""Secret Power"" by leveling up?",Audino,Type:Null,Arceus,Silvally
easy,multiple,"Who created the ""Metal Gear"" Series?",Hideo Kojima,Hiroshi Yamauchi,Shigeru Miyamoto,Gunpei Yokoi
easy,multiple,"In ""World of Warcraft,"" which of the following can be found outside of every instanced dungeon?",A Meeting Stone,A Summoning Stone,A Gathering Stone,A Hearthstone
medium,multiple,"In ""Call Of Duty: Zombies"", completing which map's main easter egg will reward you with the achievement, ""Little Lost Girl""?",Origins,Revelations,Moon,Tranzit
medium,multiple,What song is played during the ending credits of Guitar Hero: World Tour?,Dream Theater - Pull Me Under,King Crimson - 21st Century Schizoid Man,Dragonforce - Through The Fire & The Flames,Lynyrd Skynyrd - Free Bird
medium,multiple,"In the video game ""Pizza Tower"", what is the protagonist's name?",Peppino,Pastachio,Pepper,Spinachio
medium,multiple,"In the video game ""League of Legends"" which character is known as ""The Sinister Blade""?",Katarina,Shaco,Akali,Zed
medium,multiple,Who is the main character in most of the games of the YS series?,Adol Christin ,Character doesn't have a name,Estelle Bright,Roger Wilco
medium,multiple,The creator of the Touhou Project series is:,ZUN,SUN,RUN,PUN
easy,multiple,"In Portal 2, how did CEO of Aperture Science, Cave Johnson, presumably die?",Moon Rock Poisoning,Accidentally sending a portal to the Moon,Slipped in the shower,Asbestos Poisoning
hard,multiple,Which of the following commercial vehicles from Grand Theft Auto IV did NOT reappear in Grand Theft Auto V?,Steed,Mule,Benson,Pony
hard,multiple,"In ""Halo"", what is the name of the planet which Installation 04 orbits?",Threshold,Substance,Sanghelios,Te
easy,boolean,"""Sonic the Hedgehog 2"" originally was going to have a time travel system.",True,False,,
hard,multiple,"In the 2014 Pokemon VGC Finals, which Pokemon was famous for bringing the winner to victory?",Pachirisu,Garchomp,Lapras,Primal Groudon
medium,multiple,Which of the following is not a real Pokémon?,Luminid,Dragalge,Mandibuzz,Araquanid
medium,multiple,"In ""Call of Duty: Black Ops III"" Zombies, what does completing all the main easter eggs reward you with?","1,000,000 XP",Juggernog at the start of each game,50 Liquid Diviniums,All three options.
medium,multiple,"In the beta version of the 1986 game ""The Legend of Zelda"", players have the choice between a sword and what other item?",Boomerang ,Spear,Slingshot,Crossbow
easy,multiple,"In ""Phantasy Star Online 2"", which is the first area that you are granted access to?",Forest,Swamp,Plains,Caves
medium,multiple,What element does the Zinogre use in Monster Hunter?,Thunder,Ice,Fire,Water
medium,multiple,Which of the following is NOT an official game in Nintendo's Super Smash Bros. series?,Super Smash Bros. Crusade,Super Smash Bros. Melee,Super Smash Bros. Brawl,Super Smash Bros. for Nintendo 3DS and Wii U
easy,multiple,"League of Legends, DOTA 2, Smite and Heroes of the Storm are all part of which game genre?",Multiplayer Online Battle Arena (MOBA),Real Time Strategy (RTS),First Person Shooter (FPS),Role Playing Game (RPG)
hard,multiple,"In TF2 Lore, what are the names of the Heavy's younger sisters?",Yana and Bronislava,Gaba and Anna,Yanna and Gaba,Anna and Bronislava
easy,multiple,"In Night In The Woods, where does Gregg work?",Snack Falcon,Ol' Pickaxe,"Video Outpost ""Too""",Food Donkey
easy,estimate,"In what year was the game ""FTL: Faster Than Light"" released?",2012,2014,2013,2011
easy,multiple,"In the Halo series, which era of SPARTAN is Master Chief? ",SPARTAN-II,SPARTAN-I,SPARTAN-III,SPARTAN-IV
medium,multiple,What character is NOT apart of the Grand Theft Auto series?,Michael Cardenas,Packie McReary,Tommy Vercetti,Lester Crest
medium,multiple,"In the ""Call Of Duty: Zombies"" map ""Der Riese"", what is the name of the ""Pack-A-Punched PPSH-41""?",The Reaper,Lamentation,The Grim Reaper,The Eviscerator  
medium,multiple,Who are the two protagonists of the game Yakuza 0?,Kazuma Kiryu and Goro Majima,Shintaro Kazama and Kazuma Kiryu,Keiji Shibusawa and Daisaku Kuze,Akira Nishikiyama and Tetsu Tachibana
hard,multiple,"In Monster Hunter Generations, which of these hunter arts are exclusive to the Longsword?",Unhinged Spirit,Shoryugeki,Provoke,Demon Riot
medium,multiple,"Which puzzle game was designed by a Russian programmer, featuring Russian buildings and music?",Tetris,Jenga,Boulder Dash,Puzzled
medium,multiple,"Who voices the infamous Citadel Station A.I known as S.H.O.D.A.N, in the System Shock games?",Terri Brosius, Jennifer Hale,Jenn Taylor,Lori Alan
hard,multiple,"Which of these is NOT a possible drink to be made in the game ""VA-11 HALL-A: Cyberpunk Bartender Action""?",Sour Appletini,Fringe Weaver,Piano Man,Bad Touch
medium,multiple,Who is the character you play as in Yume Nikki?,Madotsuki,Masada,Uboa,Poniko
medium,boolean,TF2: The Medic will be credited for an assist if he heals a Spy that successfully saps a building.,True,False,,
hard,multiple,"In the SHMUP series, ""Darius"", what is the name of the antagonist faction you fight against?",Belsar,Bacterion,Bydo,Orn Empire
easy,multiple,"In the fighting game ""Skullgirls,"" which character utilizes a folding chair called the ""Hurting"" as a weapon?",Beowulf,Big Band,Squigly,Cerebella
medium,multiple,Which is the protagonist of Bioshock Infinite?,Booker DeWitt,Zachary Comstock,Arthas Menethil,Herbie Hancock
hard,multiple,"Which day in ""Papers, Please"" does the man in red appear?",Day 23,Day 20,Day 17,Day 15
medium,multiple,Danganronpa Another Episode: Ultra Despair Girls is set after which Danganronpa game?,Danganronpa: Trigger Happy Havoc,Danganronpa 2: Goodbye Despair,Danganronpa V3: Killing Harmony,Danganronpa 3: The End of Hope's Peak High School
easy,boolean,"In the game Dead by Daylight, the killer Michael Myers is refered to as ""The Shape"".",True,False,,
hard,multiple,"In ""Magicka"", which two elements are combined to cast the spell, ""Nullify""?",Arcane + Shield,Lightning + Shield,Lightning + Life,Arcane + Life
medium,multiple,Which company developed the MMO Spiral Knights (2011)?,Three Rings Design,Sega,Electronic Arts,Double Fine
medium,multiple,Who is the main villain of Kirby's Return to Dreamland?,Magolor,Landia,King Dedede,Queen Sectonia 
medium,multiple,Which of the following Terran units from the RTS game Starcraft was first introduced in the expansion Brood War?,Medic,Wraith,Science Vessel,SCV
medium,multiple,"In the 2000 video game ""Crimson Skies,"" what was the name of the protagonists' zeppelin?",Pandora,Helios,Icarus,Orion
medium,multiple,"What is the name of Cream the Rabbit's mom in the ""Sonic the Hedgehog"" series?",Vanilla,Peach,Strawberry,Mint
medium,multiple,Which of these is NOT a name of a playable character in Apex Legends?,Viper,Revenant,Crypto,Wattson
easy,multiple,Which Game Boy from the Game Boy series of portable video game consoles was released first?,Game Boy Color,Game Boy Advance,Game Boy Micro,Game Boy Advance SP
hard,multiple,"According to the lore of ""Starbound"", what does the ""Colony Deed"" do when it is placed down?",Sends out an advertisement for someone to move in.,Teleports somebody from somewhere on the planet it is placed.,Teleports a random person to the location.,Materializes a new being at it's location.
easy,multiple,"What video game sparked controversy because of its hidden ""Hot Coffee"" minigame?",Grand Theft Auto: San Andreas,Grand Theft Auto: Vice City,Hitman: Blood Money,Cooking Mama
easy,multiple,"What is the name of the 4-armed Chaos Witch from the 2016 video game ""Battleborn""?",Orendi,Orendoo,Oranda,Randy
medium,multiple,Where was the Sniper character in Team Fortress 2 born?,New Zealand,South Africa,Antarctica,Australia
easy,multiple,Aperture Science CEO Cave Johnson is voiced by which American actor?,J.K. Simmons,Nolan North,John Patrick Lowrie,Christopher Lloyd
medium,multiple,Which of these is not a Fallout protagonist?,Tunnel Snake,Courier,Lone Wanderer,Vault Dweller
hard,multiple,Which of these Pokémon cannot learn Surf?,Arbok,Linoone,Tauros,Nidoking
easy,multiple,What is the name of the City in Saints Row The Third?,Steelport,Stilwater,Carcer,Liberty
easy,multiple,Who is the leader of Team Instinct in Pokémon Go?,Spark,Candela,Blanche,Willow
easy,multiple,In the Yakuza series who is the Dragon of Dojima?,Kazuma Kiryu,Sohei Dojima,Ryuji Goda,Haruka Sawamura
medium,multiple,What is not a default game mode in Counter-Strike (2000)?,Arms Race,Hostage Rescue,Bomb Defusal,Assassination
easy,multiple,"What Ultimate does Makoto Naegi, protagonist of Danganronpa: Trigger Happy Havoc, have? ",Ultimate Lucky Student,Ultimate Unlucky Student,Ultimate Detective,Ultimate Runner
easy,multiple,"Who out of these Team Fortress 2 characters, does not use a Shotgun as a secondary weapon?",Engineer,Soldier,Pyro,Heavy
easy,multiple,Which of the following is NOT a Nintendo game console?,Dreamcast,SNES,Wii,Switch
medium,multiple,Which of these Counter-Strike maps is a bomb defuse scenario?,Prodigy,747,Havana,Oilrig
easy,boolean,"In ""Super Mario 3D World"", the Double Cherry power-up originated from a developer accidentally making two characters controllable.",True,False,,
medium,multiple,Who is the main antagonist of Silent Hill 4?,Walter Sullivan,Alessa Gillespie,Pyramid Head,Claudia Wolf
medium,estimate,Marvel vs Capcom 2: New age of Heroes was released in what year?,2000,2001,2003,1998
medium,multiple,What was the first game ever released that ran on the Source engine?,Counter-Strike: Source,Half-Life 2,Garry's Mod,Team Fortress 2
easy,multiple,What is the first Sony PlayStation console that runs on CD?,PS,PS2,PS3,PS4
hard,multiple,"What is the main theme song of ""Sonic Adventure 2""?",Live and Learn,Open Your Heart,Can You Feel the Sunshine?,His World
medium,multiple,"What former MOBA, created by Waystone Games and published by EA, was shut down in 2014?",Dawngate,Strife,League of Legends,Heroes of Newerth
easy,multiple,What is the name of the largest planet in Kerbal Space Program?,Jool,Eeloo,Kerbol,Minmus
easy,estimate,What is the maximum HP in Terraria?,500,400,1000,100
easy,multiple,"Who created the indie adventure game ""Night in the Woods""?",Alec Holowka,Ron Gilbert,Tim Schafer, Tommy Refenes
easy,multiple,Who created the digital distribution platform Steam?,Valve,Pixeltail Games,Ubisoft,Electronic Arts
hard,multiple,Which of these games was NOT developed by Markus Persson?,Dwarf Fortress,Minecraft,Wurm Online,0x10c
medium,boolean,The ADAM collecters in the Bioshock series are known as Little Sisters.,True,False,,
medium,multiple,"Which one of the first four titles of the ""Grand Theft Auto"" franchise started the series of iconic image grid cover arts?",Grand Theft Auto III,Grand Theft Auto,Grand Theft Auto II,Grand Theft Auto Vice City
medium,multiple,"Who voiced the character Joel in ""The Last of Us""?",Troy Baker,Nolan North,John DiMaggio,Steve Blum
easy,multiple,"In Five Nights at Freddy's 1, how can you make Golden Freddy disappear?",Enable cameras,Turn on the light,Shut the door,Do nothing
medium,multiple,"Which town was Seamus ""Sledge"" Cowden from ""Tom Clancy's Rainbow Six Siege"" born in?",John O'Groats,Brawl,Kearvaig,Talmine
medium,multiple,Which one of these games wasn't released in 2016?,Metal Gear Solid V,Tom Clancy's The Division,Killing Floor 2,Hitman
hard,estimate,How many partners can you obtain in Paper Mario: The Thousand-Year Door?,7,6,9,10
easy,boolean,"In ""Need for Speed: Porsche Unleashed"", the player can only drive cars manufactured by Porsche.",True,False,,
medium,estimate,"In Grand Theft Auto: V, what wanted level does the player receive if they enter Zancudo Army Base north of Los Santos?",4,3,5,1
medium,multiple,"In the game Tom Clancy's Rainbow 6 Siege, what organization is Valkyrie from?",Navy Seals,S.A.S,G.I.G.N,F.B.I
hard,multiple,"In the game ""VA-11 Hall-A"" during Virgilio's ending, Virgilio opens his own:",Curry Stand,Bar,Museum,Law Firm
easy,boolean,"Gordon Freeman, the protagonist of ""Half-Life"", is said to have once had a ponytail.",True,False,,
medium,boolean,DragonForce's 'Through the Fire and Flames' is widely considered to be the hardest song in the Guitar Hero series.,True,False,,
easy,multiple,"What are Sans and Papyrus named after in ""Undertale""?",Fonts,Plants,Companies,Ancient writing paper
medium,multiple,What Sims console game featured the Black Eyed Peas in the game?,The Urbz: Sims In The City,The Sims 2,The Sims,The Sims: Bustin Out
easy,multiple,"In Super Mario Bros., who informs Mario that the princess is in another castle?",Toad,Luigi,Yoshi,Bowser
easy,multiple,Pokémon Go is a location-based augmented reality game developed and published by which company?,Niantic,Rovio,Zynga,Supercell
medium,multiple,When was the Sega Genesis released in Japan?,"October 29, 1988","August 14, 1989","November 30, 1990","September 1, 1986"
easy,multiple,"The games Cry of Fear, Natural Selection and Counter-Strike were originally mods for what video game?",Half-Life,Warcraft III,Arma 2,Doom
medium,multiple,"In ""Halo 2"", what is the name of the monitor of Installation 05?",2401 Penitent Tangent,343 Guilty Spark,031 Exuberant Witness,252 Biodis Expolsion
easy,multiple,"In ""Phoenix Wright: Ace Attorney"" which character is the District Chief of Police?",Damon Gant,Miles Edgeworth,Lana Skye,Mike Meekins
medium,multiple,"What's the famous line Vaas says in ""Far Cry 3""?",Did I ever tell you the definition of Insanity?,Have I failed to entertain you?,You're my b*tch!,Maybe your best course...would be to tread lightly.
easy,multiple,Who is the main antagonist of Ori and the Blind Forest?,Kuro,Nibel,Gumo,King Rammer XII
easy,multiple,Which eSports team came first place in The International Dota 2 Championship 2016?,Wings Gaming,Digital Chaos,Evil Geniuses,Fnatic
easy,multiple,"In the game ""Fire Emblem: Shadow Dragon"", what is the central protagonist's name?",Marth,Roy,Eliwood,Robin
medium,multiple,"Capcom's survival horror title Dead Rising, canonically starts on what day of September 2006?",September 19th,September 21st,September 30th,September 14th
hard,multiple,"What's the name of the halloween-related Sims 4 Stuff Pack released September 29th, 2015?",Spooky Stuff,Ghosts n' Ghouls,Nerving Nights,Fearful Frights
medium,boolean,"In the game ""Until Dawn"" Emily is the only playable character who can be killed by another playable character directly.",True,False,,
medium,multiple,"In Splatoon 2's Hero Mode, which agent does the player take the role of?",Agent 4,Agent 1,Agent 2,Agent 3
medium,multiple,"What is the name of the common, gun-toting enemies of the ""Oddworld"" video game series?",Sligs,Scrabs,Slogs,Glukkons
medium,multiple,"In Terraria, what does the Wall of Flesh not drop upon defeat?",Picksaw,Pwnhammer,Breaker Blade,Laser Rifle
medium,multiple,What was the first .hack game?,.hack//Infection,.hack//Zero,.hack//Sign,.hack//Liminality
medium,boolean,Fortnite was originally intended to be a horror game.,True,False,,
medium,multiple,In which U.S. state is Far Cry 5's fictional setting 'Hope County' located?,Montana,Idaho,Wyoming,North Carolina
medium,multiple,"On the 6th of June 2006, what was the name of the infamous glitch that occurred in the MMO RuneScape?",The Falador Massacre,Noclip glitch,Party-hat Duplication Glitch,TzHaar Massacre
medium,multiple,"In the game ""Subnautica"", which feature was removed due to performance issues in 2016?",Terraforming,Building,Crafting,Multiplayer
medium,multiple,Which of the following has Jennifer Taylor NOT voiced?,Sarah Kerrigan,Princess Peach,Zoey,Cortana
easy,multiple,"In the original Mega Man series, who is Mega Man's arch nemesis?",Dr. Wily,Dr. Light,Dr. Bad,Mr. Z
medium,multiple,"Which of these characters was almost added into Super Smash Bros. Melee, but not included as the game was too far in development?",Solid Snake,Pit,Meta Knight,R.O.B.
easy,multiple,Which of the following Elite Four members from the 6th Generation of Pokémon was a member of Team Flare?,Malva,Siebold,Wikstrom,Drasna
medium,estimate,What level do you have to be to get a service medal on CS:GO?,40,50,30,20
easy,boolean,"The 2005 video game ""Call of Duty 2: Big Red One"" is not available on PC.",True,False,,
hard,multiple,"What is the default name of the Vampire character in ""Shining Soul 2"".",Bloodstar,Sachs,Dracuul,Alucard
easy,boolean,"Ana was added as a new hero for the game Overwatch on July 19th, 2016.",True,False,,
easy,multiple,Which of these characters is the mascot of the video game company SEGA?,Sonic the Hedgehog,Dynamite Headdy,Alex Kidd,Opa-Opa
medium,multiple,Which of the following is not a playable race in the MMORPG Guild Wars 2? ,Tengu,Sylvari,Charr,Asura 
hard,boolean,"All of these maps were in ""Tom Clancy's Rainbow Six Siege"" on its initial release: House, Clubhouse, Border, Consulate.",False,True,,
hard,multiple,"In the Pokémon series, what is Palkia's hidden ability?",Telepathy,Pressure,Water Bubble,Hydration
medium,estimate,"In the ARPG ""Path of Exile,"" what is the highest amount of sockets that an item can have?",6,5,4,8
medium,multiple,"In the Super Mario Bros. series, what game is the  ""Carrot"" power-up from?",Super Mario Land 2: The 6 Golden Coins,Super Mario World,Super Mario Land,Super Mario 3D Land
medium,boolean,"During pre-production of ""Super Mario Bros."", Mario originally was meant to shoot bullets.",True,False,,
hard,multiple,"What programming language was used to create the game ""Minecraft""?",Java,HTML 5,C++,Python
easy,multiple,"In the video game Overwatch, which playable character is infamous for saying ""It's high noon.""?",McCree,Hanzo,Pharah,Soldier: 76
medium,multiple,Which of these is NOT a faction included in the game Counter-Strike: Global Offensive?,BOPE,GSG-9,Elite Crew,Phoenix Connexion
medium,multiple,When was the original Star Wars: Battlefront II released?,"October 31, 2005","December 18, 2004","November 21, 2006","September 9, 2007"
hard,multiple,Which game in the Dance Dance Revolution series introduced the Extra Stage?,DDR,DDR Solo 2000,DDRMAX,DDR EXTREME
easy,multiple,"In Pokemon, the ability Wonder Guard is exclusive to which Pokemon? ",Shedinja ,Sableye,Spiritomb,Silvally 
easy,multiple,"The protagonist of the hit game, Half-Life 2 is called:",Gordon Freeman,Alyx Vance,Isaac Kleiner,Wallace Breen
medium,multiple,"Who is the main character of ""Metal Gear Solid 3""?",Naked Snake,Solid Snake,Liquid Snake,Venom Snake
medium,multiple,"In the ""S.T.A.L.K.E.R."" series, which of these items can't be used to lower the player's accumulated radiation?",Radioprotectant,Anti-rad,Medkit,Vodka
easy,multiple,"Which character in Undertale tells you that you're ""gonna have a bad time""?",Sans,Undyne,Asgore,Asriel Dreemurr
medium,multiple,"In the Mass Effect trilogy, who is the main protagonist?",Shepard,Mordin,Garrus,Thane
hard,multiple,What Pokémon's Base Stat Total does not change when it evolves?,Scyther,Pikachu,Sneasel,Larvesta
easy,estimate,"How many times do you fight Gilgamesh in ""Final Fantasy 5""?",6,4,5,3
